,cols_set,datapoints,normalize,oversample,drop_nan,train_set,test_set,model,tune_for,accuracy,bal_accuracy,precision,recall,f1,AUROC,params,,,,,
51,reduced,126,False,minmax,True,94,32,svm,recall,0.53125,0.583333333333333,0.235294117647059,0.666666666666667,0.347826086956522,0.583333333333333,{'clf__C': 0.001, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'},,,
78,tt_0,126,False,minmax,True,94,32,knn,balanced_accuracy,0.53125,0.583333333333333,0.235294117647059,0.666666666666667,0.347826086956522,0.583333333333333,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 4, 'clf__weights': 'uniform'},,
44,reduced,126,False,minmax,True,94,32,knn,roc_auc,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 1, 'clf__weights': 'distance'},,
55,reduced,126,False,minmax,True,94,32,decision_tree,precision,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
60,reduced,126,False,minmax,True,94,32,random_forest,precision,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__bootstrap': True, 'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__n_estimators': 100}
66,reduced,126,False,minmax,True,94,32,mlp,recall,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__activation': 'relu', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'sgd'}
84,tt_0,126,False,minmax,True,94,32,ada,roc_auc,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.1, 'clf__n_estimators': 100},,,
87,tt_0,126,False,minmax,True,94,32,svm,f1,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__C': 1000, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
120,tt_35,126,False,minmax,True,94,32,svm,precision,0.59375,0.557692307692308,0.230769230769231,0.5,0.31578947368421,0.557692307692308,{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
17,all_columns,126,False,minmax,True,94,32,svm,f1,0.5,0.564102564102564,0.222222222222222,0.666666666666667,0.333333333333333,0.564102564102564,{'clf__C': 1, 'clf__kernel': 'linear'},,,,
29,all_columns,126,False,minmax,True,94,32,random_forest,roc_auc,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__bootstrap': True, 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__n_estimators': 100}
97,tt_0,126,False,minmax,True,94,32,random_forest,f1,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
98,tt_0,126,False,minmax,True,94,32,random_forest,balanced_accuracy,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__n_estimators': 100}
99,tt_0,126,False,minmax,True,94,32,random_forest,roc_auc,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__bootstrap': False, 'clf__max_depth': 20, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__n_estimators': 80}
102,tt_0,126,False,minmax,True,94,32,mlp,f1,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'sgd'}
110,tt_35,126,False,minmax,True,94,32,knn,precision,0.5,0.564102564102564,0.222222222222222,0.666666666666667,0.333333333333333,0.564102564102564,{'clf__algorithm': 'auto', 'clf__n_neighbors': 9, 'clf__p': 3, 'clf__weights': 'uniform'},,
117,tt_35,126,False,minmax,True,94,32,ada,f1,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 1, 'clf__n_estimators': 100},,,
118,tt_35,126,False,minmax,True,94,32,ada,balanced_accuracy,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 1, 'clf__n_estimators': 10},,,
126,tt_35,126,False,minmax,True,94,32,decision_tree,recall,0.34375,0.596153846153846,0.222222222222222,1,0.363636363636364,0.596153846153846,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
130,tt_35,126,False,minmax,True,94,32,random_forest,precision,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__bootstrap': True, 'clf__max_depth': 8, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 4, 'clf__n_estimators': 10}
137,tt_35,126,False,minmax,True,94,32,mlp,f1,0.65625,0.532051282051282,0.222222222222222,0.333333333333333,0.266666666666667,0.532051282051282,{'clf__activation': 'tanh', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
4,all_columns,126,False,minmax,True,94,32,gaussian_nb,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
8,all_columns,126,False,minmax,True,94,32,knn,balanced_accuracy,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 3, 'clf__weights': 'uniform'},,
35,reduced,126,False,minmax,True,94,32,gaussian_nb,precision,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 5e-08},,,,,
36,reduced,126,False,minmax,True,94,32,gaussian_nb,recall,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-08},,,,,
37,reduced,126,False,minmax,True,94,32,gaussian_nb,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 2e-09},,,,,
38,reduced,126,False,minmax,True,94,32,gaussian_nb,balanced_accuracy,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 2e-08},,,,,
39,reduced,126,False,minmax,True,94,32,gaussian_nb,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
42,reduced,126,False,minmax,True,94,32,knn,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 3, 'clf__p': 3, 'clf__weights': 'distance'},,
50,reduced,126,False,minmax,True,94,32,svm,precision,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__C': 0.1, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
52,reduced,126,False,minmax,True,94,32,svm,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
53,reduced,126,False,minmax,True,94,32,svm,balanced_accuracy,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
54,reduced,126,False,minmax,True,94,32,svm,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__C': 25, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
67,reduced,126,False,minmax,True,94,32,mlp,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__activation': 'tanh', 'clf__alpha': 0.005, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
70,tt_0,126,False,minmax,True,94,32,gaussian_nb,precision,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
71,tt_0,126,False,minmax,True,94,32,gaussian_nb,recall,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
72,tt_0,126,False,minmax,True,94,32,gaussian_nb,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-08},,,,,
73,tt_0,126,False,minmax,True,94,32,gaussian_nb,balanced_accuracy,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 5e-08},,,,,
74,tt_0,126,False,minmax,True,94,32,gaussian_nb,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-08},,,,,
81,tt_0,126,False,minmax,True,94,32,ada,recall,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 1, 'clf__n_estimators': 10},,,
89,tt_0,126,False,minmax,True,94,32,svm,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__C': 10, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'},,,
90,tt_0,126,False,minmax,True,94,32,decision_tree,precision,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
101,tt_0,126,False,minmax,True,94,32,mlp,recall,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
103,tt_0,126,False,minmax,True,94,32,mlp,balanced_accuracy,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__activation': 'tanh', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (100,), 'clf__solver': 'sgd'},
104,tt_0,126,False,minmax,True,94,32,mlp,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
105,tt_35,126,False,minmax,True,94,32,gaussian_nb,precision,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-08},,,,,
106,tt_35,126,False,minmax,True,94,32,gaussian_nb,recall,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
107,tt_35,126,False,minmax,True,94,32,gaussian_nb,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
108,tt_35,126,False,minmax,True,94,32,gaussian_nb,balanced_accuracy,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 1e-09},,,,,
109,tt_35,126,False,minmax,True,94,32,gaussian_nb,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__var_smoothing': 2e-09},,,,,
124,tt_35,126,False,minmax,True,94,32,svm,roc_auc,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__C': 50, 'clf__gamma': 0.001, 'clf__kernel': 'sigmoid'},,,
125,tt_35,126,False,minmax,True,94,32,decision_tree,precision,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
127,tt_35,126,False,minmax,True,94,32,decision_tree,f1,0.5625,0.538461538461538,0.214285714285714,0.5,0.3,0.538461538461538,{'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 3, 'clf__splitter': 'random'}
1,all_columns,126,False,minmax,True,94,32,gaussian_nb,recall,0.53125,0.519230769230769,0.2,0.5,0.285714285714286,0.519230769230769,{'clf__var_smoothing': 1e-09},,,,,
7,all_columns,126,False,minmax,True,94,32,knn,f1,0.625,0.512820512820513,0.2,0.333333333333333,0.25,0.512820512820513,{'clf__algorithm': 'kd_tree', 'clf__n_neighbors': 9, 'clf__p': 3, 'clf__weights': 'distance'},,
11,all_columns,126,False,minmax,True,94,32,ada,recall,0.625,0.512820512820513,0.2,0.333333333333333,0.25,0.512820512820513,{'clf__algorithm': 'SAMME', 'clf__learning_rate': 0.05, 'clf__n_estimators': 200},,,
14,all_columns,126,False,minmax,True,94,32,ada,roc_auc,0.625,0.512820512820513,0.2,0.333333333333333,0.25,0.512820512820513,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 10},,,
21,all_columns,126,False,minmax,True,94,32,decision_tree,recall,0.25,0.538461538461538,0.2,1,0.333333333333333,0.538461538461538,{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 3, 'clf__splitter': 'random'}
48,reduced,126,False,minmax,True,94,32,ada,balanced_accuracy,0.53125,0.519230769230769,0.2,0.5,0.285714285714286,0.519230769230769,{'clf__algorithm': 'SAMME.R', 'clf__learning_rate': 1, 'clf__n_estimators': 50},,,
85,tt_0,126,False,minmax,True,94,32,svm,precision,0.53125,0.519230769230769,0.2,0.5,0.285714285714286,0.519230769230769,{'clf__C': 1000, 'clf__kernel': 'linear'},,,,
86,tt_0,126,False,minmax,True,94,32,svm,recall,0.53125,0.519230769230769,0.2,0.5,0.285714285714286,0.519230769230769,{'clf__C': 0.01, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'},,,
91,tt_0,126,False,minmax,True,94,32,decision_tree,recall,0.625,0.512820512820513,0.2,0.333333333333333,0.25,0.512820512820513,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 4, 'clf__splitter': 'random'}
95,tt_0,126,False,minmax,True,94,32,random_forest,precision,0.625,0.512820512820513,0.2,0.333333333333333,0.25,0.512820512820513,{'clf__bootstrap': True, 'clf__max_depth': 50, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 4, 'clf__n_estimators': 10}
123,tt_35,126,False,minmax,True,94,32,svm,balanced_accuracy,0.625,0.512820512820513,0.2,0.333333333333333,0.25,0.512820512820513,{'clf__C': 100, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
56,reduced,126,False,minmax,True,94,32,decision_tree,recall,0.21875,0.519230769230769,0.193548387096774,1,0.324324324324324,0.519230769230769,{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__splitter': 'random'}
16,all_columns,126,False,minmax,True,94,32,svm,recall,0.1875,0.5,0.1875,1,0.31578947368421,0.5,{'clf__C': 0.01, 'clf__gamma': 1, 'clf__kernel': 'rbf'},,,
18,all_columns,126,False,minmax,True,94,32,svm,balanced_accuracy,0.5,0.5,0.1875,0.5,0.272727272727273,0.5,{'clf__C': 1000, 'clf__kernel': 'linear'},,,,
22,all_columns,126,False,minmax,True,94,32,decision_tree,f1,0.59375,0.493589743589744,0.181818181818182,0.333333333333333,0.235294117647059,0.493589743589744,{'clf__criterion': 'entropy', 'clf__max_depth': 10, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 4, 'clf__splitter': 'best'}
65,reduced,126,False,minmax,True,94,32,mlp,precision,0.59375,0.493589743589744,0.181818181818182,0.333333333333333,0.235294117647059,0.493589743589744,{'clf__activation': 'relu', 'clf__alpha': 0.05, 'clf__hidden_layer_sizes': (32,8, 32), 'clf__solver': 'adam'}
69,reduced,126,False,minmax,True,94,32,mlp,roc_auc,0.59375,0.493589743589744,0.181818181818182,0.333333333333333,0.235294117647059,0.493589743589744,{'clf__activation': 'tanh', 'clf__alpha': 0.0001, 'clf__hidden_layer_sizes': (300,), 'clf__solver': 'sgd'},
94,tt_0,126,False,minmax,True,94,32,decision_tree,roc_auc,0.59375,0.493589743589744,0.181818181818182,0.333333333333333,0.235294117647059,0.493589743589744,{'clf__criterion': 'entropy', 'clf__max_depth': 10, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__splitter': 'best'}
15,all_columns,126,False,minmax,True,94,32,svm,precision,0.4375,0.461538461538462,0.166666666666667,0.5,0.25,0.461538461538462,{'clf__C': 0.01, 'clf__kernel': 'linear'},,,,
59,reduced,126,False,minmax,True,94,32,decision_tree,roc_auc,0.5625,0.474358974358974,0.166666666666667,0.333333333333333,0.222222222222222,0.474358974358974,{'clf__criterion': 'gini', 'clf__max_depth': 6, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
6,all_columns,126,False,minmax,True,94,32,knn,recall,0.53125,0.455128205128205,0.153846153846154,0.333333333333333,0.210526315789474,0.455128205128205,{'clf__algorithm': 'auto', 'clf__n_neighbors': 3, 'clf__p': 4, 'clf__weights': 'uniform'},,
19,all_columns,126,False,minmax,True,94,32,svm,roc_auc,0.8125,0.5,0,0,0,0.5,{'clf__C': 1000, 'clf__gamma': 1e-05, 'clf__kernel': 'rbf'},,,
